Price,Close,High,Low,Open,Volume
Ticker,PLTR,PLTR,PLTR,PLTR,PLTR
Date,,,,,
2025-05-05,123.7699966430664,125.25499725341797,121.36000061035156,123.69999694824219,135961300
2025-05-06,108.86000061035156,113.91000366210938,105.31999969482422,112.70999908447266,201193400
2025-05-07,110.4800033569336,111.8499984741211,107.0,107.97000122070312,95428800
2025-05-08,119.1500015258789,120.37999725341797,112.06999969482422,112.27999877929688,126966200
2025-05-09,117.30000305175781,119.16000366210938,114.9000015258789,118.97000122070312,81005300
2025-05-12,118.45999908447266,120.93499755859375,115.01000213623047,120.77999877929688,94257300
2025-05-13,128.10000610351562,130.60000610351562,119.30999755859375,119.91999816894531,147155400
2025-05-14,130.17999267578125,133.49000549316406,127.55899810791016,129.00999450683594,96611500
2025-05-15,128.1199951171875,130.1999969482422,125.73999786376953,128.3699951171875,69503000
2025-05-16,129.52000427246094,130.3300018310547,126.76000213623047,129.22999572753906,57003700
2025-05-19,126.33000183105469,127.7699966430664,124.31999969482422,124.71499633789062,72503900
2025-05-20,125.58999633789062,128.1999969482422,124.6500015258789,127.22000122070312,61265300
2025-05-21,120.58000183105469,127.11000061035156,119.41000366210938,125.16000366210938,80657700
2025-05-22,122.29000091552734,126.33000183105469,121.375,121.94999694824219,75498300
2025-05-23,123.30999755859375,125.54000091552734,120.68000030517578,120.87999725341797,65905800
2025-05-27,123.38999938964844,127.87999725341797,120.87999725341797,126.81999969482422,86455200
2025-05-28,123.76000213623047,125.6500015258789,122.91000366210938,124.2300033569336,64866000
2025-05-29,122.31999969482422,126.47000122070312,121.52999877929688,125.3499984741211,62929100
2025-05-30,131.77999877929688,131.94000244140625,122.75,123.52999877929688,185897600
2025-06-02,132.0399932861328,134.47999572753906,128.86000061035156,131.43499755859375,93218700
2025-06-03,133.1699981689453,135.27999877929688,130.10000610351562,133.07000732421875,91297700
2025-06-04,130.00999450683594,132.9499969482422,125.58000183105469,132.8000030517578,97306300
2025-06-05,119.91000366210938,132.85000610351562,118.93000030517578,129.27000427246094,131055900
2025-06-06,127.72000122070312,128.1300048828125,121.91999816894531,123.7300033569336,87175100
2025-06-09,132.05999755859375,132.22999572753906,124.80000305175781,127.07499694824219,74785600
2025-06-10,132.80999755859375,134.07000732421875,129.41000366210938,131.02000427246094,69308900
2025-06-11,136.38999938964844,140.0,132.99000549316406,133.9199981689453,97366000
2025-06-12,135.19000244140625,137.10000610351562,134.6300048828125,136.39999389648438,56248200
2025-06-13,137.39999389648438,139.99000549316406,133.35000610351562,133.81500244140625,93519000
2025-06-16,141.41000366210938,144.86000061035156,139.81199645996094,140.02999877929688,80779800
2025-06-17,138.1999969482422,141.69000244140625,136.0800018310547,141.48500061035156,70479100
2025-06-18,139.9600067138672,140.36000061035156,137.49000549316406,139.0399932861328,58260200
2025-06-20,137.3000030517578,142.24000549316406,136.74200439453125,140.69000244140625,87067000
2025-06-23,139.9199981689453,142.14999389648438,135.9600067138672,138.89999389648438,70501100
2025-06-24,143.22999572753906,143.66000366210938,137.8000030517578,140.97999572753906,58574200
2025-06-25,142.89999389648438,147.6699981689453,141.52999877929688,144.49000549316406,61435300
2025-06-26,144.25,148.21499633789062,142.91000366210938,144.85000610351562,69440500
2025-06-27,130.74000549316406,144.97000122070312,130.5399932861328,144.8699951171875,202598600
2025-06-30,136.32000732421875,138.875,134.8000030517578,137.7899932861328,97305600
2025-07-01,130.67999267578125,136.32000732421875,128.50999450683594,135.27000427246094,91479700
2025-07-02,132.1199951171875,133.60000610351562,130.19000244140625,131.47000122070312,59732000
2025-07-03,134.36000061035156,135.6199951171875,132.50999450683594,134.36000061035156,41812500
2025-07-07,139.1199951171875,139.2899932861328,132.32000732421875,134.3800048828125,71959700
2025-07-08,139.7100067138672,139.85499572753906,135.7899932861328,138.77499389648438,59834800
2025-07-09,143.1300048828125,143.1699981689453,137.38999938964844,139.65499877929688,68494800
2025-07-10,142.5,145.16000366210938,139.52999877929688,143.30999755859375,64383900
2025-07-11,142.10000610351562,144.5800018310547,141.47000122070312,142.11000061035156,52134800
2025-07-14,149.14999389648438,149.5749969482422,142.22000122070312,142.72000122070312,81774400
2025-07-15,148.5800018310547,150.6199951171875,147.36000061035156,148.92999267578125,59126200
2025-07-16,150.91000366210938,151.50999450683594,147.6739959716797,149.3000030517578,57550300
2025-07-17,153.99000549316406,155.67999267578125,150.82000732421875,151.55999755859375,60165500
2025-07-18,153.52000427246094,154.9199981689453,151.89999389648438,154.86000061035156,45771600
2025-07-21,151.7899932861328,155.44000244140625,151.36000061035156,153.8800048828125,45072800
2025-07-22,149.07000732421875,151.7899932861328,145.06199645996094,150.85000610351562,49880800
2025-07-23,154.6300048828125,155.0,148.28700256347656,149.74000549316406,48062000
2025-07-24,154.86000061035156,155.6300048828125,152.5749969482422,153.97999572753906,38925700
2025-07-25,158.8000030517578,160.38999938964844,155.5800018310547,155.6300048828125,57972300
2025-07-28,157.8800048828125,160.27999877929688,153.0399932861328,159.8800048828125,63886900
2025-07-29,156.24000549316406,160.13999938964844,154.91000366210938,158.71499633789062,42427200
2025-07-30,158.61000061035156,159.3800048828125,156.55999755859375,157.36500549316406,40261700
2025-07-31,158.35000610351562,160.88999938964844,156.72999572753906,159.99000549316406,45342600
2025-08-01,154.27000427246094,158.19000244140625,151.05799865722656,155.0500030517578,61287000
2025-08-04,160.66000366210938,161.39999389648438,157.92999267578125,158.52999877929688,82993600
2025-08-05,173.27000427246094,176.3300018310547,169.22000122070312,171.80999755859375,130917500
2025-08-06,179.5399932861328,180.58099365234375,171.00999450683594,171.1750030517578,82924800
2025-08-07,182.1999969482422,184.47999572753906,178.1699981689453,181.00999450683594,77829200
2025-08-08,186.9600067138672,187.99000549316406,184.41000366210938,184.73500061035156,62657900
2025-08-11,182.67999267578125,187.17999267578125,181.9199981689453,186.47000122070312,56125600
2025-08-12,186.97000122070312,190.0,182.10000610351562,184.6999969482422,54819000
2025-08-13,184.3699951171875,189.4600067138672,183.58999633789062,189.0,53610000
2025-08-14,181.02000427246094,185.3300018310547,179.1999969482422,182.41000366210938,53472900
2025-08-15,177.1699981689453,180.0,173.3800048828125,179.72500610351562,60288700
2025-08-18,174.02999877929688,177.89999389648438,171.38999938964844,175.27000427246094,62656600
2025-08-19,157.75,172.3000030517578,156.89999389648438,171.36000061035156,137922700
2025-08-20,156.00999450683594,156.4600067138672,142.33999633789062,152.3000030517578,220336400
2025-08-21,156.17999267578125,157.97000122070312,153.80999755859375,157.1699981689453,94678600
2025-08-22,158.74000549316406,163.1999969482422,151.77000427246094,155.31500244140625,102099200
2025-08-25,157.1699981689453,158.58999633789062,149.3699951171875,156.10000610351562,86879800
2025-08-26,160.8699951171875,162.1300048828125,154.57000732421875,155.38999938964844,86573700
2025-08-27,156.72000122070312,162.39999389648438,155.97999572753906,162.32000732421875,76380600
2025-08-28,158.1199951171875,158.22999572753906,152.5500030517578,157.6300048828125,57885200
2025-08-29,156.7100067138672,158.4199981689453,153.0,156.97999572753906,45270500
2025-09-02,157.08999633789062,158.38999938964844,150.27999877929688,151.1999969482422,65435000
2025-09-03,154.89999389648438,161.14999389648438,152.7100067138672,158.0,66052300
2025-09-04,156.13999938964844,157.0399932861328,153.16000366210938,154.86500549316406,53292300
2025-09-05,153.11000061035156,158.97000122070312,148.0399932861328,157.82000732421875,81855900
2025-09-08,156.10000610351562,158.3000030517578,154.83999633789062,154.91000366210938,47643000
2025-09-09,162.36000061035156,162.75,156.3699951171875,157.25,61359500
2025-09-10,166.74000549316406,169.0,163.44000244140625,166.0,62211400
2025-09-11,164.36000061035156,167.45799255371094,163.22000122070312,167.24000549316406,42025500
2025-09-12,171.42999267578125,171.52999877929688,164.00999450683594,165.35000610351562,54498500
2025-09-15,171.2100067138672,171.8000030517578,167.41000366210938,169.60000610351562,45396100
2025-09-16,170.25999450683594,171.30999755859375,168.9600067138672,171.0399932861328,34598700
2025-09-17,168.3300018310547,169.67999267578125,161.27000427246094,169.02000427246094,69255500
2025-09-18,176.97000122070312,178.8000030517578,169.38999938964844,170.27000427246094,70768600
2025-09-19,182.38999938964844,184.4199981689453,176.7100067138672,177.07000732421875,109129900
2025-09-22,179.3300018310547,182.25,178.2899932861328,180.8800048828125,45916700
2025-09-23,182.5500030517578,185.75,177.00999450683594,182.50999450683594,62354800
2025-09-24,179.55999755859375,184.85000610351562,177.1199951171875,183.91000366210938,45379700
2025-09-25,179.1199951171875,184.32000732421875,174.2899932861328,175.8000030517578,72321200
2025-09-26,177.57000732421875,180.1199951171875,174.91000366210938,179.0500030517578,44275800
2025-09-29,178.86000061035156,181.47999572753906,177.16000366210938,179.63999938964844,38413800
2025-09-30,182.4199981689453,182.77000427246094,178.22000122070312,178.97999572753906,43561700
2025-10-01,184.9499969482422,186.27999877929688,179.5,181.32000732421875,45717300
2025-10-02,187.0500030517578,188.1999969482422,182.9499969482422,186.6999969482422,39849200
2025-10-03,173.07000732421875,186.83999633789062,170.77000427246094,186.39999389648438,105533400
2025-10-06,179.52999877929688,182.9499969482422,177.8300018310547,179.17999267578125,52504200
2025-10-07,182.1699981689453,186.17999267578125,179.4199981689453,180.30999755859375,58179300
2025-10-08,183.55999755859375,184.25999450683594,181.1999969482422,182.8000030517578,36299700
2025-10-09,185.47000122070312,187.6199951171875,179.9499969482422,183.5800018310547,45050300
2025-10-10,175.44000244140625,187.10000610351562,173.52999877929688,185.1699981689453,55194000
2025-10-13,177.2100067138672,179.22000122070312,173.4499969482422,178.67999267578125,41332400
2025-10-14,179.74000549316406,182.33999633789062,170.82000732421875,176.0,49261400
2025-10-15,179.6199951171875,184.35000610351562,176.02000427246094,181.65499877929688,37372100
2025-10-16,178.1199951171875,184.82000732421875,176.4499969482422,181.77999877929688,42870900
2025-10-17,178.14999389648438,181.58999633789062,173.9499969482422,177.75,43421500
2025-10-20,181.58999633789062,183.08999633789062,177.44000244140625,179.49000549316406,31975800
2025-10-21,181.50999450683594,182.38900756835938,178.64999389648438,182.05999755859375,27528100
2025-10-22,175.49000549316406,182.2100067138672,169.4199981689453,181.92999267578125,58263100
2025-10-23,180.47999572753906,181.55999755859375,175.00999450683594,175.44500732421875,35812300
2025-10-24,184.6300048828125,186.1699981689453,182.85000610351562,182.8800048828125,34813500
2025-10-27,189.17999267578125,192.8300018310547,187.52000427246094,188.97000122070312,47153100
2025-10-28,189.60000610351562,191.77999877929688,186.77999877929688,189.47999572753906,38201000
2025-10-29,198.80999755859375,199.85000610351562,190.49000549316406,191.0800018310547,65537300
2025-10-30,194.5500030517578,199.6699981689453,194.1199951171875,198.4250030517578,43541700
2025-10-31,200.47000122070312,204.17999267578125,197.9199981689453,199.1999969482422,52697600
2025-11-03,207.17999267578125,207.52000427246094,201.82000732421875,205.0449981689453,81016800
2025-11-04,190.74000549316406,195.6999969482422,185.55999755859375,192.07000732421875,120690600
2025-11-05,185.90499877929688,190.32000732421875,181.35000610351562,189.0749969482422,38282632
